years_experience,skills_match_score,education_level,project_count,resume_length,github_activity,shortlisted
2,79.8,Bachelors,4,605,93,Yes
0,59.7,High School,3,373,3,No
1,40.1,Bachelors,2,396,51,No
11,84.7,PhD,15,473,392,Yes
10,67.7,PhD,17,749,404,Yes
14,100.0,Bachelors,12,807,558,Yes
11,77.4,Masters,15,755,501,Yes
0,50.1,Bachelors,6,628,189,No
10,95.1,Masters,13,608,381,Yes
4,64.9,Bachelors,8,353,282,No
15,99.1,High School,10,647,337,Yes
14,72.4,Masters,16,888,513,Yes
9,76.8,Bachelors,14,684,360,Yes
13,91.1,Bachelors,9,651,478,Yes
1,24.0,Masters,7,284,204,No
15,81.0,Masters,11,848,434,Yes
2,56.0,Masters,9,180,231,No
7,79.8,PhD,9,654,392,Yes
14,80.8,Bachelors,16,543,481,Yes
9,79.9,Bachelors,15,596,317,Yes
13,75.5,High School,13,700,381,Yes
4,82.7,Bachelors,7,377,154,Yes
3,90.7,High School,4,339,152,No
15,65.0,Bachelors,15,900,567,Yes
4,61.4,High School,7,369,170,Yes
9,91.8,Bachelors,9,619,297,Yes
5,57.0,Bachelors,7,603,213,No
11,83.7,Bachelors,12,818,447,Yes
6,67.6,Masters,11,253,237,Yes
13,68.4,Bachelors,11,900,356,Yes
12,66.2,Bachelors,15,900,566,Yes
8,43.9,PhD,18,559,553,Yes
0,63.7,Masters,5,239,147,No
3,67.0,Bachelors,4,341,0,No
15,77.0,Masters,15,900,557,Yes
11,79.1,Masters,17,444,487,Yes
11,53.4,High School,16,805,502,Yes
8,77.0,High School,2,501,103,Yes
4,63.2,Masters,3,255,164,Yes
7,83.1,Bachelors,9,578,290,Yes
11,70.2,High School,11,613,433,Yes
0,42.7,Bachelors,8,249,288,No
3,55.5,Bachelors,9,432,245,No
11,100.0,PhD,13,900,469,Yes
15,100.0,Bachelors,16,802,454,Yes
15,64.9,Bachelors,25,717,721,Yes
13,100.0,Masters,17,665,612,Yes
11,62.9,Bachelors,9,857,338,No
8,65.9,Masters,10,574,380,Yes
12,84.6,Bachelors,14,597,368,Yes
0,64.8,Bachelors,3,445,88,No
0,50.3,Masters,6,357,157,No
3,72.7,Bachelors,10,532,200,Yes
13,100.0,Bachelors,11,845,321,Yes
2,79.9,PhD,5,166,53,No
6,55.0,Bachelors,11,635,354,Yes
10,70.8,Bachelors,13,575,397,Yes
2,74.6,Bachelors,8,334,177,Yes
0,76.3,High School,1,223,0,No
11,60.4,Bachelors,17,738,525,Yes
15,87.5,High School,10,642,402,Yes
14,96.5,Bachelors,13,771,468,Yes
10,56.6,Bachelors,9,745,274,Yes
9,86.3,High School,5,591,198,Yes
1,95.0,Masters,9,515,198,Yes
9,89.2,Masters,10,468,342,Yes
12,90.0,Bachelors,17,840,550,Yes
3,59.7,PhD,14,600,271,Yes
0,53.9,Masters,9,641,140,No
0,51.5,Masters,3,348,0,No
11,66.2,Bachelors,8,673,365,Yes
13,83.6,Masters,10,851,402,Yes
7,83.6,PhD,7,478,243,Yes
6,56.6,Bachelors,8,604,272,Yes
13,82.0,Masters,20,860,620,Yes
7,80.0,Masters,11,342,297,Yes
12,49.7,Bachelors,21,898,660,Yes
3,77.7,Bachelors,4,474,122,No
5,66.2,High School,8,694,209,No
14,88.9,Bachelors,16,712,539,Yes
12,94.3,High School,10,697,334,Yes
2,79.3,Masters,7,384,242,Yes
10,90.4,Masters,14,665,382,Yes
12,93.2,PhD,24,607,613,Yes
7,71.4,Bachelors,12,528,268,Yes
3,54.8,Bachelors,12,494,348,Yes
2,42.6,High School,7,424,22,No
3,73.1,Masters,13,224,221,No
5,73.4,Bachelors,5,507,255,No
10,83.4,Masters,12,643,363,Yes
6,44.8,High School,7,648,238,No
6,29.7,Bachelors,9,492,286,No
13,84.3,Bachelors,9,751,303,Yes
14,53.5,High School,13,749,472,Yes
11,88.0,Masters,17,755,480,Yes
15,100.0,Bachelors,21,900,658,Yes
3,68.5,Bachelors,11,458,228,Yes
7,68.7,Masters,9,606,318,Yes
6,53.8,Bachelors,6,588,195,No
1,46.3,High School,5,413,118,No
12,88.4,PhD,16,762,444,Yes
7,87.6,Bachelors,11,655,330,Yes
8,79.4,Masters,12,670,495,Yes
4,64.9,Masters,5,216,159,No
14,95.6,Bachelors,17,779,612,Yes
3,85.6,Bachelors,3,324,230,Yes
15,87.7,High School,19,745,599,Yes
3,66.4,Bachelors,8,436,221,No
12,60.4,Masters,19,737,469,Yes
15,67.1,Bachelors,16,850,550,Yes
3,41.2,Bachelors,8,342,280,No
5,64.6,Bachelors,9,320,269,No
10,65.0,Bachelors,10,528,272,Yes
3,59.8,Masters,6,431,223,No
15,78.6,Masters,21,874,696,Yes
6,61.9,Masters,14,292,468,Yes
6,45.4,Masters,14,630,422,Yes
4,68.8,Bachelors,12,322,308,Yes
12,95.8,Masters,13,667,513,Yes
4,66.5,Bachelors,10,779,232,Yes
14,98.5,PhD,13,900,474,Yes
9,82.5,Bachelors,14,641,453,Yes
7,85.4,PhD,10,499,299,Yes
6,85.9,Masters,4,520,133,Yes
13,100.0,Masters,13,661,530,Yes
6,93.2,Bachelors,7,494,172,Yes
5,38.6,Bachelors,6,309,203,No
6,76.5,Bachelors,8,475,208,No
6,51.3,Bachelors,5,310,233,No
9,100.0,PhD,6,348,285,Yes
13,88.2,Masters,15,822,444,Yes
1,67.4,Masters,4,238,7,No
13,85.3,Bachelors,20,529,621,Yes
9,74.2,High School,11,610,338,Yes
1,88.0,Masters,8,315,106,Yes
13,100.0,Bachelors,20,733,662,Yes
9,100.0,Masters,17,601,453,Yes
6,70.3,Masters,10,397,269,Yes
13,51.6,Bachelors,13,798,503,Yes
9,90.5,Masters,16,614,368,Yes
6,56.5,Masters,3,818,173,No
6,67.8,Masters,7,605,248,Yes
4,64.6,Bachelors,10,567,264,Yes
0,57.5,Bachelors,6,365,100,No
13,93.2,Bachelors,19,760,636,Yes
1,49.4,Masters,5,530,7,No
12,86.4,High School,15,658,447,Yes
8,74.4,Masters,9,365,387,No
7,100.0,Bachelors,8,587,318,Yes
7,55.1,PhD,18,394,540,Yes
9,84.9,PhD,18,521,496,Yes
15,100.0,Masters,18,900,614,Yes
0,51.3,Bachelors,6,378,187,No
5,58.9,Bachelors,10,524,241,Yes
14,100.0,Bachelors,23,854,629,Yes
14,93.6,High School,13,737,482,Yes
8,65.3,Masters,16,784,454,Yes
15,69.0,Masters,20,813,684,Yes
14,94.3,Bachelors,15,750,487,Yes
7,76.3,Bachelors,9,439,231,Yes
2,73.8,Masters,6,287,243,No
3,69.0,PhD,6,663,194,No
14,98.4,Bachelors,15,792,501,Yes
2,85.5,Bachelors,4,512,62,No
5,98.0,PhD,18,731,506,Yes
13,66.7,High School,14,684,524,Yes
8,100.0,Masters,13,873,360,Yes
14,99.1,Masters,14,716,542,Yes
7,50.1,Bachelors,9,492,284,Yes
14,92.1,Bachelors,9,868,422,Yes
15,94.7,Masters,17,791,578,Yes
15,85.8,Bachelors,12,900,469,Yes
14,82.4,Bachelors,14,683,442,Yes
15,98.0,Bachelors,11,900,253,Yes
12,92.1,Bachelors,15,687,540,Yes
9,70.4,Masters,16,559,460,Yes
3,63.0,PhD,6,243,137,No
14,84.4,PhD,23,663,668,Yes
1,56.9,Bachelors,6,381,126,Yes
12,94.8,Bachelors,14,670,338,Yes
7,89.5,Bachelors,13,311,382,Yes
7,75.8,PhD,12,564,401,Yes
13,100.0,Bachelors,6,833,344,Yes
11,86.1,Bachelors,16,645,361,Yes
10,83.2,Masters,6,661,158,Yes
5,95.5,Bachelors,10,287,241,Yes
13,88.4,Bachelors,16,723,410,Yes
7,69.5,Bachelors,10,453,334,No
8,89.8,Masters,9,370,255,Yes
12,66.8,Masters,10,574,446,Yes
0,58.0,Masters,8,603,270,No
8,77.4,Bachelors,11,555,392,Yes
1,70.3,Bachelors,6,547,135,No
13,90.9,Masters,18,900,495,Yes
15,71.9,Masters,14,821,508,Yes
12,63.7,High School,13,835,392,Yes
0,46.5,High School,2,330,0,No
15,94.9,Masters,16,900,516,Yes
7,52.0,Bachelors,12,484,276,Yes
7,92.6,Bachelors,10,670,297,Yes
10,82.2,Bachelors,13,679,366,Yes
3,75.3,PhD,14,590,275,Yes
7,72.7,Masters,15,429,401,Yes
6,47.9,Bachelors,14,460,404,No
12,86.6,Masters,14,604,514,Yes
1,70.7,Bachelors,3,230,42,No
4,63.2,Bachelors,6,493,159,Yes
13,99.5,Bachelors,20,829,502,Yes
9,74.6,Bachelors,17,697,568,Yes
3,81.4,PhD,8,610,310,Yes
15,85.8,Bachelors,14,900,498,Yes
2,62.7,High School,4,334,149,No
0,78.0,PhD,6,319,40,No
4,49.3,Bachelors,5,665,177,No
9,85.2,Bachelors,9,649,291,Yes
7,87.3,Bachelors,12,577,365,Yes
11,100.0,PhD,18,895,545,Yes
8,74.6,Bachelors,15,826,393,No
6,38.0,Bachelors,10,599,221,No
11,56.5,Masters,13,651,550,Yes
10,71.7,PhD,15,431,451,Yes
0,80.5,Masters,4,334,36,No
0,90.5,Bachelors,6,519,82,No
14,83.2,Masters,13,701,495,Yes
15,92.0,Masters,11,816,374,Yes
0,22.5,Masters,8,314,179,No
1,73.0,Masters,9,407,169,Yes
0,59.5,Bachelors,3,370,128,No
3,63.5,Masters,5,427,79,Yes
9,64.8,Masters,5,589,312,Yes
8,68.2,Bachelors,18,504,436,Yes
11,59.3,Bachelors,10,506,327,Yes
3,50.6,Bachelors,8,202,262,No
12,66.2,Masters,17,602,458,Yes
3,52.0,Masters,11,426,243,No
6,52.2,Bachelors,8,741,281,No
13,95.9,Masters,18,670,603,Yes
10,64.0,Masters,15,653,415,Yes
8,80.2,PhD,11,584,330,Yes
6,48.6,High School,9,350,232,No
0,41.7,Bachelors,4,273,169,No
0,44.9,Masters,8,396,168,No
3,78.2,Bachelors,1,240,61,No
3,60.8,Bachelors,12,303,265,Yes
0,46.3,Bachelors,5,476,133,No
5,56.2,Masters,7,544,259,Yes
9,55.3,Bachelors,14,481,474,No
1,48.7,Bachelors,3,233,184,No
10,56.0,Bachelors,9,730,312,No
4,59.0,Bachelors,5,438,150,No
7,68.4,PhD,11,675,373,Yes
14,73.8,Bachelors,16,664,449,Yes
2,83.8,Masters,10,538,179,Yes
15,83.8,Bachelors,19,879,494,Yes
8,70.8,Bachelors,11,734,406,Yes
6,96.2,PhD,14,680,436,Yes
8,60.6,PhD,10,580,302,Yes
0,50.2,Bachelors,8,428,72,No
4,42.3,Bachelors,7,607,170,No
11,80.6,Bachelors,13,791,377,Yes
12,90.6,Bachelors,12,644,336,Yes
2,28.9,Masters,6,377,131,No
3,76.4,Bachelors,3,493,51,No
3,71.9,Masters,12,686,237,Yes
10,81.8,Masters,12,668,340,Yes
11,60.9,Bachelors,14,824,418,Yes
6,84.8,Masters,12,571,336,Yes
9,100.0,Masters,17,653,487,Yes
10,75.1,Masters,16,609,439,Yes
7,74.2,PhD,14,647,424,Yes
10,81.6,Masters,16,740,517,Yes
9,73.3,Masters,6,575,274,Yes
4,70.3,PhD,11,394,162,Yes
12,100.0,Masters,12,750,369,Yes
12,80.5,Bachelors,21,744,658,Yes
11,83.9,Bachelors,17,700,568,Yes
9,100.0,Masters,15,583,362,Yes
6,91.5,Bachelors,7,644,250,Yes
2,45.8,Bachelors,10,684,188,No
2,87.7,Bachelors,7,553,182,No
2,85.9,Masters,10,378,287,Yes
11,100.0,Masters,17,726,562,Yes
3,54.1,Bachelors,5,593,104,No
5,70.7,Bachelors,7,346,254,Yes
14,83.4,Masters,8,759,504,Yes
4,71.1,Masters,3,530,38,Yes
7,100.0,Masters,18,563,342,Yes
13,85.6,Bachelors,12,670,441,Yes
13,61.5,Masters,15,762,548,Yes
11,77.7,Masters,16,728,531,Yes
12,71.7,Bachelors,15,743,560,Yes
4,96.1,Masters,11,321,218,Yes
10,60.8,High School,8,661,428,Yes
11,77.1,Masters,12,674,486,Yes
4,63.7,Masters,13,636,396,Yes
15,100.0,Bachelors,15,714,549,Yes
13,100.0,Masters,12,579,439,Yes
9,84.0,Bachelors,11,384,371,Yes
1,66.7,Masters,11,324,189,No
11,82.7,Bachelors,16,542,472,Yes
10,78.6,Bachelors,9,806,298,Yes
10,100.0,Bachelors,15,582,551,Yes
4,46.5,Bachelors,5,471,279,No
15,49.8,Masters,20,879,686,Yes
14,95.9,Masters,10,618,464,Yes
11,100.0,Bachelors,6,736,161,Yes
6,72.3,Bachelors,7,396,212,Yes
1,29.8,Bachelors,10,390,306,No
13,98.4,Masters,14,698,357,Yes
12,65.5,Bachelors,18,725,656,Yes
5,48.2,Bachelors,6,451,273,Yes
6,58.6,Masters,9,592,230,No
4,41.4,Bachelors,7,545,191,No
8,76.6,Bachelors,16,728,478,Yes
13,73.8,Bachelors,12,894,418,Yes
3,43.5,Bachelors,9,690,248,No
13,100.0,High School,12,900,343,Yes
13,79.3,Masters,20,753,451,Yes
12,82.3,Bachelors,14,726,502,Yes
9,98.8,Bachelors,10,438,363,Yes
14,95.7,Bachelors,13,494,577,Yes
0,89.9,Masters,6,197,259,No
13,76.8,Masters,15,706,515,Yes
7,91.0,Masters,17,603,383,Yes
14,92.9,Bachelors,14,716,472,Yes
7,90.2,Masters,10,598,223,Yes
6,77.7,High School,11,584,372,Yes
7,59.9,Bachelors,11,446,199,Yes
1,97.4,High School,1,535,40,No
2,23.1,High School,5,328,202,No
8,60.5,Bachelors,10,618,243,Yes
0,67.7,Bachelors,6,486,62,No
15,91.9,Bachelors,15,722,502,Yes
7,81.0,PhD,11,697,362,Yes
7,86.0,Masters,8,724,327,Yes
6,64.4,PhD,4,564,401,Yes
12,89.6,High School,8,621,342,Yes
13,85.3,Masters,13,733,356,Yes
10,100.0,Masters,12,743,442,Yes
15,90.4,PhD,11,837,582,Yes
4,72.5,Bachelors,4,393,186,No
3,76.8,Masters,10,577,150,Yes
9,84.6,High School,9,477,467,Yes
9,71.6,High School,14,622,286,Yes
12,77.2,Bachelors,13,868,528,Yes
14,81.4,PhD,11,724,425,Yes
9,78.3,High School,7,743,304,Yes
13,55.0,Bachelors,13,791,460,Yes
9,87.6,PhD,22,489,619,Yes
5,73.2,Bachelors,6,427,155,No
11,100.0,Masters,15,832,468,Yes
15,81.3,Masters,12,806,461,Yes
10,75.8,High School,10,726,376,Yes
0,55.4,High School,4,454,62,No
12,64.9,Bachelors,14,726,476,Yes
4,72.9,PhD,12,334,264,Yes
13,67.1,Masters,15,795,465,Yes
3,77.9,Bachelors,8,607,144,No
3,72.4,Bachelors,13,477,314,Yes
6,76.0,Bachelors,7,292,278,Yes
8,67.7,Masters,11,541,445,Yes
7,92.8,Bachelors,7,474,289,Yes
10,61.2,Bachelors,13,742,423,Yes
12,86.0,Masters,16,647,460,Yes
13,66.0,Bachelors,23,627,712,Yes
11,72.3,High School,14,732,531,Yes
7,94.3,Masters,11,514,311,Yes
4,76.3,Masters,5,384,213,Yes
5,53.7,Bachelors,8,654,262,Yes
1,55.4,Masters,12,475,327,Yes
15,81.8,Bachelors,18,899,458,Yes
12,72.7,Masters,20,550,675,Yes
10,85.3,Masters,12,554,447,Yes
15,100.0,Masters,20,534,625,Yes
13,78.9,Masters,16,658,412,Yes
2,94.2,Masters,6,526,167,Yes
4,65.4,Bachelors,2,513,93,No
1,64.3,Bachelors,6,585,116,No
2,65.4,Bachelors,7,372,160,No
3,41.8,Masters,8,510,228,No
5,74.3,Bachelors,5,490,315,No
4,29.0,Bachelors,6,273,200,No
9,82.4,Masters,6,572,211,Yes
3,61.4,High School,3,262,98,No
12,62.2,Masters,17,900,488,Yes
15,88.5,Bachelors,17,900,589,Yes
14,81.1,Bachelors,13,540,451,Yes
1,57.2,Bachelors,5,324,116,No
11,77.3,Bachelors,19,654,599,Yes
10,68.7,Bachelors,14,512,435,Yes
4,66.6,Bachelors,11,361,351,No
4,78.5,Bachelors,8,543,228,No
10,77.7,Masters,13,652,371,Yes
6,68.7,Bachelors,4,619,235,No
0,71.0,Masters,8,340,266,Yes
3,100.0,Masters,15,255,351,Yes
10,74.6,Bachelors,17,617,483,Yes
15,62.0,Bachelors,16,900,526,Yes
4,47.5,High School,4,467,190,No
7,88.0,PhD,12,783,336,Yes
11,100.0,Masters,13,643,377,Yes
14,66.8,High School,10,719,310,Yes
11,82.6,Masters,12,804,448,Yes
15,95.3,PhD,15,802,596,Yes
7,63.7,Masters,10,564,342,Yes
0,80.5,Bachelors,5,203,170,No
4,83.0,Bachelors,8,427,233,Yes
9,80.7,Bachelors,12,613,469,Yes
0,55.0,Masters,4,423,83,No
0,75.6,Masters,6,190,85,No
1,67.2,Bachelors,3,443,25,No
1,52.9,Bachelors,2,428,39,No
14,100.0,PhD,16,737,582,Yes
14,94.8,Masters,15,622,488,Yes
8,48.6,Bachelors,11,813,210,No
3,44.1,High School,12,635,287,No
2,41.6,Bachelors,7,522,136,No
10,93.0,Bachelors,16,451,468,Yes
0,47.0,Bachelors,8,428,141,No
11,84.4,High School,11,638,425,Yes
1,99.6,PhD,5,527,105,Yes
5,83.2,Masters,14,558,410,Yes
8,67.2,Bachelors,12,453,294,Yes
4,58.1,Masters,11,407,181,Yes
3,62.7,Masters,12,582,187,No
12,66.1,Bachelors,14,900,609,Yes
4,52.1,Masters,9,635,288,Yes
8,65.2,Masters,8,688,299,Yes
11,91.2,Masters,19,596,470,Yes
12,73.7,Bachelors,16,622,404,Yes
6,66.1,Bachelors,12,627,412,No
7,78.5,Bachelors,9,468,371,Yes
14,96.4,Bachelors,15,828,512,Yes
3,38.3,Masters,8,517,204,Yes
10,59.2,PhD,12,740,405,Yes
7,69.5,Masters,12,511,233,Yes
5,50.8,Bachelors,7,662,244,No
4,73.8,High School,7,277,115,No
12,78.3,Masters,20,621,599,Yes
11,100.0,Bachelors,16,563,439,Yes
6,62.2,Bachelors,4,484,222,No
5,75.9,Masters,9,374,206,Yes
2,59.0,PhD,10,437,154,Yes
4,76.6,Masters,11,587,340,Yes
8,81.1,Bachelors,10,633,368,Yes
6,82.8,Bachelors,10,691,317,Yes
11,81.2,Masters,25,644,681,Yes
3,90.1,PhD,8,176,59,No
6,81.5,PhD,9,482,180,Yes
4,55.9,Bachelors,7,506,272,No
10,71.7,Masters,16,536,375,Yes
12,87.9,High School,10,644,536,Yes
14,100.0,Bachelors,9,752,420,Yes
15,70.7,Bachelors,9,750,370,Yes
1,78.3,PhD,8,294,219,No
12,54.7,High School,17,664,381,Yes
5,58.2,Bachelors,5,494,248,No
15,100.0,PhD,11,827,513,Yes
6,56.8,Bachelors,15,573,363,No
7,93.5,Bachelors,9,624,305,Yes
5,80.4,Masters,13,709,408,Yes
7,57.5,Masters,15,616,480,Yes
15,97.3,Bachelors,17,900,569,Yes
6,57.2,PhD,8,475,208,Yes
1,59.6,Bachelors,4,285,112,No
13,100.0,PhD,11,683,466,Yes
5,81.9,Masters,4,437,183,Yes
8,72.2,Bachelors,9,510,296,Yes
11,78.1,Masters,15,790,469,Yes
5,50.1,Bachelors,9,708,208,Yes
3,66.2,Bachelors,7,555,307,No
6,89.1,PhD,9,522,328,Yes
2,88.0,High School,8,577,85,Yes
4,54.2,High School,5,297,137,No
0,70.2,Bachelors,6,313,83,No
14,97.0,Bachelors,19,750,477,Yes
9,72.1,Masters,9,555,429,Yes
2,79.8,PhD,5,374,188,No
7,59.3,Bachelors,7,469,290,No
8,77.4,Bachelors,14,619,451,Yes
8,70.3,Bachelors,7,490,285,Yes
14,92.2,Bachelors,22,671,521,Yes
9,83.3,Bachelors,9,795,249,Yes
1,51.6,Bachelors,4,224,55,No
3,63.4,Bachelors,9,382,247,No
4,67.3,Masters,8,629,201,Yes
14,76.7,PhD,17,699,583,Yes
2,59.7,Masters,5,373,210,No
12,76.6,Masters,16,815,553,Yes
10,60.6,Bachelors,8,827,374,Yes
0,49.2,Masters,5,314,138,No
5,71.1,PhD,13,518,310,Yes
13,91.8,PhD,11,891,404,Yes
14,62.3,High School,13,900,546,Yes
9,97.3,Masters,10,584,313,Yes
1,72.5,Masters,3,383,194,No
15,86.2,Bachelors,12,787,398,Yes
8,62.7,PhD,15,556,421,Yes
0,54.3,Bachelors,3,527,87,No
10,73.4,Bachelors,16,729,417,Yes
8,57.3,Bachelors,7,624,266,Yes
15,70.1,Bachelors,19,869,549,Yes
6,88.5,PhD,11,650,242,Yes
10,72.6,Bachelors,8,450,293,Yes
12,94.8,Bachelors,13,768,274,Yes
9,79.1,Masters,9,900,349,Yes
1,66.3,High School,2,510,40,No
13,98.0,Masters,15,621,496,Yes
5,78.2,Masters,15,599,520,Yes
7,89.2,Bachelors,10,450,366,Yes
14,94.5,PhD,19,900,542,Yes
1,40.8,Masters,11,455,264,No
15,71.2,Masters,14,894,492,Yes
14,83.2,PhD,7,723,335,Yes
4,80.4,Masters,9,588,277,Yes
12,75.5,Bachelors,11,795,435,Yes
11,78.1,High School,8,721,394,Yes
10,89.3,Masters,18,534,560,Yes
5,77.5,PhD,11,416,256,Yes
2,27.1,Bachelors,5,524,0,No
13,65.7,Bachelors,6,739,381,Yes
11,100.0,Bachelors,13,499,399,Yes
1,68.1,Masters,7,551,105,No
15,42.5,High School,10,728,500,Yes
14,90.3,Masters,19,844,614,Yes
10,100.0,Masters,7,598,376,Yes
5,71.6,Bachelors,10,635,373,No
2,62.2,Bachelors,7,447,165,No
1,35.8,Masters,10,527,189,No
14,81.4,Bachelors,18,774,528,Yes
0,32.9,Bachelors,2,408,0,No
13,60.7,High School,11,716,425,Yes
7,53.5,Masters,12,455,384,Yes
0,83.6,Bachelors,2,197,17,No
11,94.2,Masters,11,687,324,Yes
14,100.0,Masters,11,759,490,Yes
4,53.1,PhD,13,252,338,Yes
10,80.4,Bachelors,7,672,250,Yes
5,47.9,High School,10,442,354,No
15,74.0,Bachelors,18,900,563,Yes
10,80.0,High School,7,778,283,Yes
11,82.2,Bachelors,14,628,451,Yes
11,87.5,Masters,14,596,528,Yes
2,46.4,Masters,8,678,234,No
13,80.9,High School,14,751,492,Yes
15,92.7,Bachelors,17,676,666,Yes
6,59.4,Bachelors,7,814,323,No
1,55.4,Bachelors,7,510,222,No
6,48.6,Masters,11,476,373,No
1,27.2,Bachelors,8,433,150,No
15,100.0,Bachelors,20,677,590,Yes
4,68.6,Bachelors,7,279,218,Yes
6,64.1,Bachelors,6,412,158,No
15,100.0,Masters,19,797,654,Yes
10,64.4,Bachelors,10,731,368,Yes
10,82.9,Masters,12,723,328,Yes
13,100.0,Bachelors,17,811,481,Yes
2,48.7,Masters,3,523,35,No
13,83.6,PhD,12,852,543,Yes
15,70.5,Masters,19,788,665,Yes
10,85.5,High School,10,574,310,Yes
3,70.3,Masters,12,479,222,Yes
0,75.1,Bachelors,6,369,125,No
15,100.0,Bachelors,16,654,481,Yes
2,61.3,Masters,9,447,43,No
8,87.2,PhD,13,588,359,Yes
9,77.3,High School,8,600,342,No
4,80.3,Masters,11,335,218,Yes
14,100.0,Bachelors,6,878,274,Yes
14,69.1,Bachelors,19,826,551,Yes
7,47.1,Masters,12,608,382,Yes
1,43.7,Bachelors,5,257,50,No
2,64.1,High School,3,578,136,No
6,75.7,Bachelors,10,591,347,Yes
13,78.7,Masters,18,640,529,Yes
9,71.4,Bachelors,18,674,398,Yes
3,51.0,Bachelors,7,501,269,No
8,71.9,Bachelors,11,674,291,Yes
13,80.6,PhD,17,668,561,Yes
6,97.8,Masters,12,823,329,Yes
13,100.0,Masters,14,762,444,Yes
10,92.1,Masters,16,617,536,Yes
11,75.5,High School,14,695,405,Yes
0,78.3,Masters,6,286,114,No
3,65.0,Bachelors,8,365,155,Yes
9,77.9,Bachelors,10,607,332,Yes
10,51.6,Bachelors,18,444,648,Yes
5,75.2,Masters,10,634,317,Yes
5,48.1,Bachelors,2,572,170,No
9,69.5,Bachelors,15,686,419,Yes
5,70.0,Bachelors,10,562,270,Yes
4,47.5,High School,13,650,209,No
2,68.7,Bachelors,2,150,161,No
1,79.0,Masters,6,555,96,No
2,43.7,High School,2,437,14,No
8,75.3,Bachelors,3,798,298,Yes
2,46.6,Masters,1,222,111,No
2,47.7,Masters,7,408,166,No
0,65.9,Masters,2,263,0,No
1,70.2,Bachelors,1,365,70,No
10,58.6,Masters,16,627,531,Yes
11,100.0,Bachelors,15,717,471,Yes
2,57.8,Masters,9,182,238,No
1,58.1,High School,8,332,197,No
7,63.5,Bachelors,15,436,381,Yes
5,67.0,Masters,17,473,327,Yes
6,92.3,Bachelors,6,444,283,Yes
0,75.6,High School,3,323,0,No
5,46.5,Masters,6,429,205,No
1,51.0,Bachelors,6,422,12,No
12,100.0,Masters,13,849,505,Yes
14,82.8,Masters,12,826,358,Yes
5,73.8,Bachelors,11,299,326,Yes
2,78.5,Bachelors,3,403,45,No
6,89.8,PhD,20,307,406,Yes
2,19.2,Bachelors,11,401,423,No
8,82.3,Masters,13,880,329,Yes
2,87.7,Bachelors,6,264,80,No
6,73.7,Masters,11,450,326,Yes
11,59.4,High School,20,658,662,Yes
3,51.9,Masters,3,550,166,No
7,68.5,Bachelors,10,652,419,Yes
13,97.4,Masters,16,495,537,Yes
1,100.0,Bachelors,5,351,113,No
7,70.9,Masters,11,741,369,Yes
8,77.4,High School,9,431,283,Yes
12,58.3,Bachelors,7,746,273,Yes
7,50.0,Masters,16,446,607,Yes
5,60.0,Bachelors,5,362,155,No
9,77.7,High School,5,718,276,Yes
0,56.2,Bachelors,4,550,33,No
6,77.8,PhD,7,491,175,Yes
0,48.9,High School,0,476,0,No
6,64.6,High School,6,505,186,No
13,82.8,Masters,14,871,433,Yes
1,39.3,Bachelors,4,305,102,No
7,49.1,Bachelors,13,728,296,Yes
1,83.6,Masters,4,514,75,No
2,49.2,Bachelors,5,176,59,No
12,81.6,Masters,14,767,463,Yes
11,97.3,Bachelors,12,770,356,Yes
2,65.0,PhD,6,493,77,Yes
0,78.2,PhD,8,150,190,No
4,52.2,Bachelors,6,503,219,No
4,92.6,Masters,7,393,213,Yes
9,82.7,Masters,13,520,391,Yes
4,65.1,Bachelors,11,471,294,No
13,81.0,Bachelors,9,637,375,Yes
12,100.0,PhD,20,438,735,Yes
8,77.0,Bachelors,10,466,340,Yes
5,15.0,High School,3,520,130,No
5,64.5,Masters,7,697,222,Yes
2,70.1,Masters,9,353,271,No
4,51.0,Bachelors,5,487,164,No
9,63.4,High School,8,692,253,Yes
6,63.7,Bachelors,14,627,405,Yes
2,92.9,PhD,8,338,200,Yes
1,76.0,PhD,6,355,51,Yes
4,70.4,Bachelors,11,150,212,No
2,47.8,Masters,9,480,180,No
4,55.2,Bachelors,10,274,328,No
8,90.0,Masters,11,654,374,Yes
10,87.4,Bachelors,15,555,480,Yes
9,54.2,Bachelors,18,710,529,Yes
0,78.5,Bachelors,3,431,74,No
3,46.1,High School,11,232,248,No
9,80.9,Bachelors,10,640,219,Yes
14,100.0,Bachelors,18,630,684,Yes
15,88.7,PhD,22,798,704,Yes
4,75.5,PhD,10,549,235,Yes
1,54.9,Masters,8,327,200,Yes
11,82.1,Bachelors,14,441,373,Yes
1,80.9,Bachelors,4,150,197,No
0,54.6,Bachelors,5,356,65,No
13,79.1,Bachelors,16,660,569,Yes
7,83.6,High School,11,562,325,Yes
1,40.6,Bachelors,8,208,158,No
2,58.2,High School,3,467,103,No
14,78.3,Masters,8,672,417,Yes
11,79.7,Masters,11,736,304,Yes
1,46.2,Bachelors,6,373,92,No
3,45.8,Masters,8,645,198,No
13,50.4,Bachelors,16,695,565,Yes
0,50.7,Bachelors,9,150,124,No
2,64.9,Bachelors,8,496,189,Yes
4,81.4,Masters,5,581,182,Yes
9,55.5,Bachelors,11,620,307,Yes
0,63.5,Masters,11,387,179,No
15,95.9,Bachelors,12,727,564,Yes
3,68.9,Bachelors,5,544,199,No
